ConstituentID,DisplayName,Nationality,Gender
2259,Eberhard Göschel,German,Male
8288,Richard Billingham,British,Male
36962,Unknown Designer,Polish,
55,Norman Ackroyd,British,Male
16753,Museum Folkwang,,
895,Solomon D. Butcher,American,Male
46468,David Inshaw,British,Male
5468,Slechinsky,German,
42346,Antonio Bandeira,Brazilian,Male
2359,Walter Gropius,German,Male
46152,Ignacio Petchersky,Argentine,Male
46358,Jean-Philippe Toussaint,Belgian,Male
4144,Thomas Mukarobgwa,Zimbabwean,Male
37010,Rolf Jährling,German,Male
48740,Colin Lowe,,
5691,Max Arthur Stremel,German,Male
31356,Roswitha Schuller,Austrian,Female
5288,Hannes Schwarz,Austrian,Male
37536,B. D. Fox Independent,,
10220,"Foscarini Murano S.p.A., Italy",,
5622,Harold Steggles,British,Male
1800,Henri Fantin-Latour,French,Male
6531,Julio Augusto Zachrisson,Panamanian,Male
24450,Semyon Fridlyand,Russian,Male
42463,Norman Seeff,American,Male
7635,Rob Schroder,Dutch,Male
31897,Pathé frères (France),French,
931,"P. E. Camerer, St. Paul, MN",American,
1374,Bill Dane,American,Male
68784,Bernadette Thompson,American,Female
842,Gustave Buchet,Swiss,Male
4792,Arnulf Rainer,Austrian,Male
4622,Faramarz Pilaram,Iranian,Male
46149,Carlos Sallaberry,Argentine,Male
10589,"Grossherzogliche Sächische Fachschule, Germany",,
47316,Chris D.,,Male
32182,Beth B,American,Female
6412,Francis Wishart,British,Male
3257,William Kriz,American,Male
401,Ed Baynard,American,Male
2188,Milton Glaser,American,Male
35925,Alexander Isley,American,Male
2539,Pierre Haubensak,Swiss,Male
10796,"L'Atelier de Serge Mouille, France",,
7484,(follower of) José-Guadalupe  Posada,Mexican,Male
22956,"Martec Engineering Corp., Long Beach, CA",,
8077,Fritz Schleifer,German,Male
46318,Toshiro Mayuzumi,,
7241,Panasonic,Japanese,
506,Zeke Berman,American,Male
5345,Séraphine Louis,French,Female
7926,Terry Adkins,American,Male
309,Benjamin Baldwin,American,Male
43438,Manya Kuzemchenko,,Female
43296,Eckart Rahn,German,
28720,Birgit Megerle,German,Female
41937,Abe Levitow,American,Male
30187,Rudy VanderLans,Dutch,Male
67617,Las Yeguas del Apocalipsis,Chilean,
69904,Raj Rewal,Indian,Male
2346,Dimitri Grinevich,Russian,Male
3295,Kipton Kumler,American,
880,Deirdre Burnett,British,Female
27041,Betty James,American,Female
7742,Robert Walters,American,Male
67480,Boris Krstulović,Croatian,Male
28639,Anthony Goicolea,American,Male
5899,Tontsere,Spanish,
34828,Chuck Statler,,Male
442,Alistair Macready Bell,Canadian,Male
7351,Lodovico Meneghetti,Italian,Male
34389,Dara Birnbaum,American,Female
44943,José Sigala,Venezuelan,Male
5280,Colin Schuster,Australian,Male
20749,Paul E. Hultberg,American,Male
3888,John McLaughlin,American,Male
3501,Anna Letycia Quadros,Brazilian,Female
7681,Paulina Wallenberg-Olsson,,Female
4356,Juan O'Gorman,Mexican,Male
2943,Asger Jorn,Danish,Male
2942,Raymond Jordan,American,Male
4321,Werner Nöfer,German,Male
41303,Danny Fields,,Male
47,Raimund Abraham,American,Male
5328,Peter Sekaer,American,Male
48538,Dona Ann McAdams,American,Female
38694,Paula Hayes,American,Female
31613,Alexander Taylor,British,Male
46154,Antonio Diaz,Argentine,Male
34880,Mindy Faber,,Female
48047,James Cruze,American,Male
47692,Cathy,,
8573,Meyer Liebowitz/The New York Times,American,Male
7470,Christian de Portzamparc,French,Male
5368,Li-Fa Shaih,Taiwanese,Male
1239,Silvio Coppola,Italian,Male
47766,Nikolaus Urban,,
49919,David Meltzer,,Male
47075,Annett Zinsmeister,German,Female
46874,Joe Colley,American,Male
42752,Vibeke Tandberg,Norwegian,Female
28715,Kelly McLane,American,Female
1848,William Fenton,British,Male
28819,Joseph Stalnaker,American,Male
8152,Vera Lutter,German,Female
30853,Fareed Armaly,American,Male
2402,Lurelle Guild,American,Male
3922,Pierre Mendell,German,Male
27191,Flaminaire,French,
841,Erich Buchegger,Austrian,Male
69894,Roberto Altmann,Cuban,Male
5129,Alberto Salvati,Italian,Male
7808,Imi Knoebel,German,Male
4040,Alfred Keane Moe,American,Male
48762,Jean-Jacques Palix,,
29983,Gorgona artists group,Croatian,
29874,Paul Resika,American,Male
1240,Edward Corbett,American,Male
8443,Merce Cunningham,American,Male
1532,Waldo Diaz-Balart,Cuban,Male
67482,Andrija Mutnjaković,,
37964,Charles Henri Ford,American,Male
1628,Doug Dubois,American,Male
41,Berenice Abbott,American,Female
10348,"Syn S.r.l., Italy",,
29945,Ellen van Loon,,
41494,Djibril Diop Mambéty,Senegalese,Male
18667,Reuters,,
768,André Breton,French,Male
4959,James Robertson,British,Male
1997,Mary E. Frey,American,Female
41223,Oscar Tuazon,American,Male
4561,Bernard Perlin,American,Male
31648,Ursula von Rydingsvard,American,Female
49346,José Yalenti,Brazilian,Male
5512,Luis Alberto Solari,Uruguayan,Male
26657,Jean Renoir,French,Male
2356,Marcel Gromaire,French,Male
48440,Werner David Feist,German,Male
28539,Scoli Acosta,American,Male
24595,Bernard Shea Horne,American,Male
67331,Anney Bonney,American,Female
28867,Chris Hanson,Canadian,Male
33915,Huma Bhabha,American,Female
47615,Super Session,,
30977,Logicaland,,
26658,Martin Scorsese,American,Male
3709,Alberto Garcia Maldonado,Mexican,Male
30909,Fork Unstable Media,,
1470,Félix Del Marle,French,Male
5686,Frank D. Stratton,American,Male
48339,Vincent Kohler,Swiss,Male
8276,Thomas Hirschhorn,Swiss,Male
6146,Alberto Viani,Italian,Male
6561,Karl Zerbe,American,Male
45970,Miguel Cervantes,Mexican,Male
4654,Linda Plotkin,American,Female
28866,Ralf Ziervogel,German,Male
294,Carl Baker,American,Male
10981,"Texas Instruments, Inc., Dallas, TX",American,
1053,Paul Cézanne,French,Male
48656,Balam Garcia,,
38052,Laurence Bradshaw,British,Male
32338,Paper Tiger Television,American,
6527,Yvaral (Jean Pierre Vasarely),French,Male
34940,Tim Pope,British,Male
30755,Gottlieb Soland,Swiss,
28623,Caio Fonseca,American,Male
5042,Dieter Roth,Swiss,Male
8209,Beryl Marton,American,Female
32734,Tristan Eaton,American,Male
4360,Georgia O'Keeffe,American,Female
31744,Albert York,American,Male
8708,Ernst Lieser,Swedish,Male
2464,Marshall Hall,American,Male
6145,Claude Viallat,French,Male
27007,Kenji Ekuan,Japanese,Male
2533,Rafael Hastings,Peruvian,Male
9036,"Rosenthal Porzellan A.G., Selb, Germany",,
37336,Desalto,,
44583,Alain Corneau,French,Male
43539,João Pedro Rodrigues,Portuguese,Male
44705,Danny Boyle,British,Male
1130,Minna Citron,American,Female
12617,Jacques-Henri Lévesque,French,Male
45798,Gaspar Gasparian,Brazilian,Male
300,Léon Bakst,Russian,Male
6927,Paul D'Amato,American,Male
34222,Huang Yan,Chinese,Male
7806,Andreas Gursky,German,Male
75709,Bauhaus Sculpture Workshop,,
47650,Alejandro Cohen,,
9231,"Campeggi, Milan",,
1089,Jules Chéret,French,Male
3100,Shigeru Kimura,Japanese,Male
67386,Tecnica Group S.p.A.,Italian,
37949,Richard Schadewell,German,Male
200,Richard Anuszkiewicz,American,Male
101,Album-miscellaneous,,
3730,Sally Mann,American,Female
3054,Richard Kemble,American,Male
365,François Baschet,French,Male
10262,"Pacesetter AB, Sweden",,
8697,Ergonomi Design Gruppen (now Veryday),Swedish,
19747,Adrian Schiess,,Male
9712,"N.V. Schlegel S.A., Gistel, Belgium",Belgian,
22631,Hiroji Yamada,Japanese,Male
74031,Michelle Citron,American,Female
27163,Kendra Ferguson,American,Female
670,Lee Bontecou,American,Female
18375,Herbert E. Grier,,Male
5838,Walther Teutsch,German,Male
22660,Ugo Mulas,,Male
6611,Jim Gentes,American,Male
2449,Hideoki Hagiwara,Japanese,Male
41829,Ben Kinmont,American,Male
70026,ZAO/standardarchitecture: Zhang Ke,Chinese,
42846,Christopher Zalla,Kenyan,Male
10939,"Nixalite of America, East Moline, IL",,
35618,Sara Diamond,American,Female
2535,Makio Hasuike,Japanese,Male
6126,Ruth Velissaratos,American,Female
68036,Martine Syms,American,Female
43631,Hugo Grosso,Argentine,Male
47230,Peter Zumthor,Swiss,Male
8122,Fabian Marcaccio,Argentine,Male
27189,Crown Beverage Packaging,American,
28855,John Cerasulo,American,Male
4593,Wilfred Pezold,German,Male
33293,Spatial Information Design Lab,American,
9347,"J. & L. Lobmeyr, Vienna",,
5508,Sage Sohier,American,Female
6450,Willard Worden,American,Male
44774,Edi Hirose,Peruvian,Male
1390,Alfred Dargis,American,Male
2061,Giuseppe Gallo,Italian,Male
9019,"Robinson, Lewis and Rubin, Inc., Brooklyn, NY",,
234,Terry Atkinson,British,Male
4728,David Prentice,American,Male
27165,Cheryl Goldsleger,American,Female
24388,Mykola Kriukov,,
2147,Tim Gidal,German,Male
7863,Seiichi Furuya,Japanese,Male
7134,Joseph Schlinger,American,Male
31151,Wendy Furman,,
1183,Robert Colescott,American,Male
40861,Haluk Akakçe,Turkish,Male
1640,Bernd Duerr,German,
18709,3M,American,
47239,Static Kling,,
28811,Sal Sirugo,American,Male
81,Kathleen Agnoli,American,Female
5789,Takis,French,Male
4216,Iwata Nakayama,Japanese,Male
23713,Marko Kyrnars'kyi,,Male
5826,Karel Teige,Czech,Male
1399,Hal Davidson,American,Male
41752,Robert Wilhite,American,Male
8183,Eleanor Antin,American,Female
6780,Rafael Coronel,Mexican,Male
4910,Roy Richter,American,Male
43051,Josephine Pryde,British,Female
22826,Xaveer de Geijter,Belgian,Male
8048,Ralph Schraivogel,Dutch,Male
6664,H. Bellery-Desfontaines,French,Male
4702,Katherine Porter,American,Female
7506,Yamazaki Vellodo Co. Ltd.,Japanese,
10168,"Künstlerwerkstätten Verein, Vienna",,
28766,Marjetica Potrc,Slovenian,Female
8039,Bradford Bissell,American,Male
69833,Khan,German,Male
74722,David Barr,American,Male
6521,Michael Young,American,Male
31041,Bruno Serralongue,,Male
5104,Roland Sabatier,French,Male
44327,Joseph Cedar,American,Male
49061,Kim Beom,Korean,male
28516,Marco Meza,American,
2311,Wayne Gravning,American,Male
3540,Riccardo Licata,Italian,Male
6778,Enrique Grau,Colombian,Male
6743,Willson Y. Stamper,American,Male
26685,Verne Dawson,American,Male
10,Irene Aronson,American,Female
3371,Helmut Lang,German,Male
38490,Erik Spiekermann,German,Male
10032,"Olivetti Underwood Corporation, New York, NY",,
7041,Madoka Takagi,Japanese,Female
5677,Jim Stone,American,Male
1365,Francois Dallegret,French,Male
3759,André Mare,French,Male
38636,William B. Dyer,,Male
45530,Paul Kaiser,German,Male
1122,Seymour Chwast,American,Male
22953,George Krikorian,American,Male
26480,Collier Schorr,American,Female
30888,Roberto Cuoghi,Italian,Male
6347,Brett Whiteley,Australian,Male
47976,"Andrew ""Bunnie"" Huang",American,Male
8593,Pacific & Atlantic Photos,,
6118,Alexander Semenovitch Vedernikov,Russian,Male
5975,William Turnbull,British,Male
7127,Dan Stoenescu,American,Male
46482,Robert Whitaker,British,Male
7697,Eric Rondepierre,French,Male
24577,Wanda Wulz,Italian,Female
34887,Paul Harrison,British,Male
32473,Sonic Youth,American,
7412,Tsuguya Inone,Japanese,Female
12501,Gustav Klutsis,Latvian,Male
23271,"Stallinga BV, The Netherlands",,
10196,"Bob Evans Designs, Inc., USA",,
6543,Michael S. Zane,American,Male
49123,Phillip Rantzer,Israeli,Male
2158,Eric Gill,British,Male
45384,Kurt Kren,Austrian,Male
39640,Martin Maloney,,
1014,Karl Caspar,German,Male
3560,Linda Lindroth,American,Female
37060,Adam Shankman,American,Male
32750,Chip Lord,American,Male
5599,Julian Stanczak,American,Male
30035,Scott McFarland,Canadian,Male
3999,Keiko Minami,Japanese,Female
35585,Andy Kolker,,Male
24547,Lev Kaplan,,
4740,Douglas Prince,American,Male
3858,Almir Mavignier,Brazilian,Male
4957,William Roberts,British,Male
46115,Marco Bellocchio,Italian,Male
7839,Georges Demenÿ,French,Male
6673,L. Simon,Nationality unknown,
67665,Fré Cohen,Dutch,Female
8555,Hoffman/International Press Studio,,
70040,Johan Hjerpe,,Male
7113,Eduardo Galeano,American,Male
4862,Oscar G. Rejlander,British,Male
9789,"Herman Miller, Inc., Zeeland, MI",,
47165,Annie Leibovitz,American,Female
4371,Miguel Ocampo,Argentine,Male
1730,Morris Engel,American,Male
3002,"Karhula-Iitala, company design",Finnish,
40161,Goldsmiths,,
68764,New Breed,American,
68275,Luis Molina-Pantin,Venezuelan,Male
2983,Bob Kane,American,Male
34540,Beckermann,Austrian,Female
3800,Maria Martinez,American,Female
50000,María Freire,Uruguayan,Female
7647,Dieter Appelt,German,Male
5293,Kurt Schwitters,German,Male
15688,Pierre Falké,French,Male
5424,Michael Sigrin (formerly Michael Emanuel Cohen),American,Male
503,Mieczyslaw Berman,Polish,Male
28840,Lesley Vance,American,Female
37812,Arnaud Desplechin,French,Male
26441,Paul Pfeiffer,American,Male
24393,Vera Ivanova,,Female
32654,Mark Wallinger,British,Male
28827,Peter Sullivan,American,Male
10563,"Lightolier Inc., Jersey City, NJ",,
28929,Manuel Saez,Argentine,Male
6672,L. Levy-Dhurmer,French,Male
22850,Nazli Gononsay,,Male
235,Jean-Michel Atlan,French,Male
1802,William Fares,American,Male
24332,Mykhailo Shcheglov,,Male
5472,Sandi Slone,American,Female
46326,Jerome Kuhl,,Male
22843,Peter Rice (Ove Arup and Partners),,Male
1891,Peter Fischli,Swiss,Male
28564,Rebecca Bird,American,Female
44325,Scandar Copti,Israeli,Male
7728,Willibald Kramm,German,Male
50001,Carlos González Bogen,Venezuelan,Male
28655,Karen Heagle,American,Female
3770,John Marin,American,Male
6403,Thomas W. Winstead,American,Male
32218,Michael Curtiz,Hungarian,Male
34858,Joe Dea,American,Male
5567,Paul Spina,American,Male
644,Richard Boix,Spanish,Male
7657,Gabrielle Russomagno,American,Female
19663,Nelson Savinon,,Male
7407,Jaune Quick-to-see Smith,American,Female
39266,Auguste Cohn,,Male
34066,Milos Forman,Czech,Male
363,Héctor Basaldua,Argentine,Male
6549,Zarina,American,Female
2475,Hiroshi Hamaya,Japanese,Male
33195,Nicholas Negroponte,American,Male
5473,J. Sluijters,Dutch,Male
39447,Ko Verzuu,Dutch,Male
381,Eugen Batz,German,Male
31960,Jorge Macchi,Argentine,Male
42972,Lucy Raven,American,Female
647,Jay Bolotin,American,Male
6131,Anita Ventura,American,Female
1291,Rollin Crampton,American,Male
23508,N. Tsitskovskii,,
2124,Thomas George,American,Male
881,Joseph Burnett,American,Male
6820,Betsey Johnson,American,Female
8187,Laurenz Berges,German,Male
4807,José Carlos Ramos Galvez,Peruvian,Male
47171,Eloise Vega Smith,,Female
49705,Pietro Marcello,Italian,Male
6076,Theo van Doesburg,Dutch,Male
42126,Birdhead,Chinese,
34869,Kevin Godley,British,Male
6175,Louis Vivin,French,Male
35436,Gavin Hood,,Male
37950,"H. Fuld & Co. Telefon und Telegraphenwerke AG, Frankfurt",,
1288,Michael Craig-Martin,British,Male
27446,Gyula Kosice (Fernando Fallik),Argentine,Male
478,Ward Bennett,American,Male
28695,Andrew Lord,British,Male
28618,Rachel Feinstein,American,Female
665,Pierre Bonnard,French,Male
31879,Frank Powell,,Male
1550,Harry Disberg,Dutch,Male
27153,Kenneth Capps,American,Male
4431,Alfred Everitt Orr,American,Male
41713,Gabriel Axel,Danish,Male
31031,Eran Schaerf,German,Male
5086,Edward Ruscha,American,Male
29717,"MTM arquitectos, Madrid",,
9259,"Ekco Products Co., Chicago, IL",American,
8406,Eva Björklund,,Female
40516,Spain Rodriguez,American,Male
48276,James Gleeson,Australian,Male
4568,Mario Persico,Italian,Male
7599,Montse Padrós i Marqués,Spanish,Male
8626,Ray Stubblebine/Associated Press,American,Male
42823,Milton Babbitt,,
8263,Gérard Miedinger,Swiss,Male
7980,Jasper Morrison,British,Male
9392,"The Watertown Manufacturing Co., Watertown, CT",American,
5705,Stanislaus Stückgold,Polish,Male
7883,Katinka Mann,American,Female
6702,Maurice Desvallières,Nationality unknown,Male
30862,Erick Beltran,Mexican,Male
35479,Deanna Kamiel,Canadian,Female
26376,Philip Vincent,British,Male
69486,Nikolay Diulgheroff,Bulgarian,Male
7721,Niels Jensen,Danish,Male
70013,Joyce Randall Senechal,American,Female
11012,"Plas-tex Corporation, Los Angeles, CA",American,
616,Bernhard Blume,German,Male
1380,Bob Danner,American,Male
2366,Richard Gross,Canadian,Male
7531,Bernhard Fuchs,Austrian,Male
67825,Clara Ianni,Brazilian,Female
37321,Beatriz Cifuentes,Spanish,Female
6685,Gaston Bussière,Nationality unknown,Male
4167,Martin Munkácsi,American,Male
697,Kenneth J. Botto,American,Male
27040,Richard James,American,Male
8304,Los Carpinteros,Cuban,
6545,Zao Wou-ki,French,Male
49710,Robert Fenz,American,Male
9779,"Kromex Sales Co., Cleveland, OH",,
28512,DuCast,Emirati,
1381,Danny (Danny Pierce),American,Male
37055,Terrence Malick,American,Male
30981,Juan Maidagan,Argentine,Male
73690,Wang Jinsong,Chinese,Male
67489,Ivan Vitić,,
37712,Axel Schmid,German,Male
3771,Filippo Tommaso Marinetti,Italian,Male
24647,Sofia Zaklikovskaia,,Female
5031,Merg Ross,American,Female
41224,Lucien Hervé,Hungarian,Male
7329,Emily Belding,American,Female
3337,George Ladas,American,Male
31698,Gregory Green,American,Male
89,Edgar Ainsworth,British,Male
27187,Deborah Gottheil Nehmad,American,Female
7594,Maurizio Ficcadenti,Italian,Male
27881,Paul Kirps,Luxembourgish,Male
3143,Walther Klemm,German,Male
8340,Winfried Holtz,German,Female
7198,Eric Rivkin,American,Male
230,John Atherton,American,Male
43610,Faouzi Bensaïdi,Moroccan,Male
28654,Werner Haypeter,German,Male
7529,Ben van Berkel,Dutch,Male
31334,Pavel Humhal,Czech,Male
1633,Jean Dubuffet,French,Male
36614,Julian Rosefeldt,German,Male
32104,Riccardo Rosso,Italian,Male
6420,Johann Loetz,Austrian,Male
29730,Nicola López,American,Female
2434,Volkmar Haase,German,Male
3786,Takis Marthas,Greek,Male
7585,Tejo Remy,Dutch,Male
3256,Ferdinand Kriwet,German,Male
37639,Mai-Thu Perret,Swiss,Female
11066,"Sabattini Argenteria S.p.A., Como, Italy",,
38949,Debnath Basu,Indian,Male
30219,Nicolas Lampert,American,Male
2098,Paul Gauguin,French,Male
35399,Peter Roehr,German,Male
9269,"SIG Workshop Co. Ltd., Ishikawa, Japan",,
6742,Wilfred M. Zogbaum,American,Male
7651,David Goldes,American,Male
3569,El Lissitzky,Russian,Male
9033,"Helit, Ulm, Germany",,
34202,Zhang Dali,Chinese,Male
34862,Jon Alpert,American,Male
28635,Graham Gillmore,Canadian,Male
32723,Roberto Feo,Spanish,Male
2152,Ruth Gikow,American,Female
1801,Nathan Farb,American,Male
3141,Vera Klement,American,Female
36724,Walter O. Grimm,German,Male
4185,Elizabeth Murray,American,Female
31357,Johanna Rille,German,Female
7866,Accra Shepp,American,Male
49280,Thomas Weir,,Male
44249,Dennis Johnson,American,
1346,Gunnar Cyrén,Swedish,Male
449,John Bellany,British,Male
5262,Ben Schonzeit,American,Male
40355,Shelley McNamara,Irish,Female
32296,Herbert Kline,American,Male
22980,Mark Lombardi,American,Male
2634,Kenneth Hiebert,American,Male
8599,The Pictoral News Company,,
4061,Gustavo Monroy,Mexican,Male
2336,Ezio Gribaudo,Italian,Male
38788,Fatboy Slim,,
31304,Martine Aballea,,Female
3305,William Kurelek,Canadian,Male
8220,Alessandro Magris,Italian,Male
1256,Erasto Cortes Juarez,Mexican,Male
42736,Apichatpong Weerasethakul,Thai,Male
2385,Nancy Guay Giesberger,American,Female
67264,Ewald Hoinkis,German,Male
7103,Lee Quinones,American,Male
44736,Hermano Martin Corréa,Chilean,Male
47583,Gerald Jupitter-Larsen,,
6926,Ellen Brooks,American,Female
49600,João Bizarro Da Nave Filho,Portuguese,Male
1930,Lucio Fontana,Italian,Male
2747,Robert Hudson,American,Male
63471,Noel Harding,Canadian,
640,Karl Bohrmann,German,Male
9441,"Ritz-Italora, Milan, Italy",,
3082,Kiawak Ashoona,Canadian,Male
35577,Michelle Parkerson,American,Female
3480,Jan Lenica,Polish,Male
42367,Barry Parker,British,Male
30901,Mehmet Emir,Turkish,Male
67262,Parallel Design Partnership,,
10357,"Gross Wood & Co., San Francisco, CA",,
47258,"Lawrence Berkeley National Laboratory, University of California",,
2349,Juan Gris,Spanish,Male
3186,Karl Koepping,German,Male
7626,Patrick Ireland,American,Male
28744,Renato Orara,American,Male
527,René Bertholo,Portuguese,Male
2415,Melissa Gurdus,American,Female
33357,Kazuhiro Ueno,Japanese,
43113,Brian Beker,American,Male
47104,Wu Tsang,American,Female
10653,"Oak, Product Design and Consultancy, Rotterdam",,
67336,Cal Dalton,American,Male
4725,Emile Preetorius,German,Male
37821,Christopher Nolan,British,Male
38207,Sthembiso Sibisi,South African,Male
2514,Margaret Harris,American,Female
4358,Pablo O'Higgins,American,Male
44250,Ding Dong,,
47926,György Bp. Szabó,Hungarian,Male
16212,Nancy Holt,American,Female
5937,Clovis Trouille,French,Male
1726,Chansonetta Stanley Emmons,American,Female
74406,Julia Solomonoff,Argentine,Female
7518,Jennifer Morla,American,Female
1384,Louis Danziger,American,Male
3203,Komai Tetsuro,Japanese,Male
46832,Marc Hurtado,French,Male
68046,Ivan Antić,,
73944,Jurgen Bey,Dutch,Male
4135,Marcello Muccini,Italian,Male
9933,"Deutsche Werkstätten für Handwerkskunst, Germany",,
1085,Santos Chávez,Chilean,Male
35608,Rafael França,Brazilian,Male
1674,José Echavé,Spanish,Male
4377,Donald M. Oenslager,American,Male
46490,Bob Seidmann,American,Male
35660,Vega Films,,
495,Hagbard Elis Bergh,Swedish,Male
24331,Dmitrii Sobolev,,Male
6692,Henri Martin,French,Male
49090,Oscar Micheaux,American,Male
47582,John Gerrard,Irish,Male
41285,X3 Studios,,
28493,Kim Hoffmann,American,Female
11052,"International Mobile Machines, USA",,
33129,Barrett Lyon,American,Male
13816,Olga Deneiko,,Female
43694,Howard Scott Warshaw,American,Male
42158,Zoe Crosher,American,Female
47594,Saccharine Trust,,
504,Sarah Berman,American,Female
11086,"Haskelite Manufacturing Corporation, Chicago, IL",,
22592,Albert Nagele,American,Male
526,Berthold-Mahn (Charles Désiré),French,Male
29218,Bård Eker Industrial Design,Norwegian,
4595,Georg-Karl Pfahler,German,Male
26158,Wolfram Peters,Dutch,Male
6072,Bart Van Der Leck,Dutch,Male
1021,Rodolfo V Castagna,Argentine,Male
7205,Hosowo Tomohiro,Japanese,Male
6765,Maschel Teitelbaum,,Male
41325,Noriko Ambe,Japanese,Female
3189,Moissey Kogan,Russian,Male
7115,Tony Bevan,British,Male
3729,C. Mann,British,
46461,Donald Smith,American,Male
8331,Diana Thater,American,Female
7596,Florence Knoll,American,Female
6977,Ronald Jones,American,Male
14161,Iurii Degen,,Male
35511,Garth Jennings,British,Male
6431,Jeffrey Wolin,American,Male
27031,"Faber-Castell, Germany",,
884,Alberto Burri,Italian,Male
41434,Michel Auder,American,Male
5507,Otto Soglow,American,Male
1522,Umberto di Lazzaro,Italian,Male
427,Fred Becker,American,Male
599,René Bleibtreu,French,Male
67521,Yohji Yamamoto,Japanese,
6615,Nadezhda Udal'tsova,Russian,Female
4818,Hans H. Rath,Austrian,Male
73972,Bill Hine,,
7902,Kenzo Okada,American,Male
6428,Sylvia Wolf,American,Female
4736,Zigmunds Priede,American,Male
49259,Donald Wall,,Male
38611,Ewald André Dupont,,
8205,John M. Dillon,American,Male
28476,Adam Thorpe,British,
513,Valère Bernard,French,Male
29410,Dean Chapman,British,
68867,Wolford,Austrian,
47132,Christian Richters,German,Male
5284,Aubrey Schwartz,American,Male
5461,W.H.L. Skeen and Company,British,
3779,Ronald Markman,American,Male
3296,Yasuo Kuniyoshi,American,Male
6000,Shoji Ueda,Japanese,Male
29656,Daisy Youngblood,American,Female
34532,Isaac Julien,British,Male
32620,Tanyth Berkeley,American,Female
5798,Shisui Tanahashi,Japanese,Male
6445,George Woodman,American,Male
48878,Lisandro Alonso,Argentine,Male
50018,Franz Weissmann,Brazilian,Male
32369,Warren Sonbert,American,Male
4456,Owo,German,
8642,Marilynn K. Yee/The New York Times,American,Female
2978,Consuelo Kanaga,American,Female
6069,Roland van den Berghe,Dutch,Male
9678,"Liberty & Co., Ltd., London",,
6496,Yayanagi Tsuyoshi,Japanese,Male
31317,Linda van Deursen,Dutch,Female
6448,Christopher Wool,American,Male
791,Stephen Brody,American,Male
7730,Georg Meistermann,German,Male
24697,Tokujin Yoshioka,Japanese,Male
3767,Maria Martins,Brazilian,Female
3187,Henry Koerner,American,Male
4331,John Noneman,American,Male
38024,János Kender,Hungarian,Male
291,Eugenie Baizerman,American,Female
5563,Nicholas Sperakis,American,Male
35594,Osamu Nagata,Japanese,Male
3666,Sheldon Machlin,American,Male
8391,Wilhelm Friedrich Bürger,Swiss,Male
39282,Mahthilde Evans,,Female
5978,Alwyn Scott Turner,American,Male
31015,Kerim Ragimov,Russian,Male
2365,Michael Gross,Israeli,Male
7649,Per Bernsten,Norwegian,Male
43603,Teona Strugar Mitevska,Macedonian,Female
27888,Ralph Borland,South African,Male
29624,Jen DeNike,American,Female
7420,Yoshito Takahashi,Japanese,Male
43288,Vagelis Tsakiridis,German,
50161,The Velvet Underground,,
11191,"The Afternoon Company, Omaha, Nebraska",American,
66091,Lois Dodd,American,Female
846,Peer Bücking,German,
923,Dale R. Caldwell,American,Male
30907,Richard Fenwick,British,Male
7048,B. Tillmann,Swiss,
49916,Cameron,,
68868,Champion,American,
4469,Nam June Paik,American,Male
47376,Dean Chalkley,British,Male
33830,Georgianna Stout,American,Female
43549,Mohamed Diab,Saudi Arabian,Male
2213,Michael Goldberg,American,Male
30911,Pia Gazzola,Italian,Female
28652,Richard Hawkins,American,Male
26287,Oswald Wiener,,
47262,Alicja Szubert-Olszewska,Polish,Female
74010,Rachel Amodeo,Italian,Female
6099,Various Artists,French,
22532,"Kooperative Förbundet (KF), Stockholm",,
18130,Paul A. McDonough,American,Male
26398,United Architects,American,
3073,Alan Kessler,American,Male
2684,Beth Van Hoesen,American,Female
27660,Glenn A. Davis,,Male
37287,Prospère Henry,French,Male
8191,Inka Essenhigh,American,Female
5257,Nicolas Schöffer,French,Male
28845,Reinhard Voigt,German,Male
24073,Aleksei Levin,,Male
67822,Michail Dlugach,Russian,Male
3690,Alberto Magnelli,Italian,Male
5989,Jack Tworkov,American,Male
1949,Karl Fortess,American,Male
35421,Enrico David,Italian,Male
24582,Irene Bayer-Hecht,American,Female
7483,James Kearns,American,Male
30912,Ali Gedik,Turkish,Male
35615,Sachiko Hamada,,Female
44636,Cinthia Marcelle,Brazilian,Female
176,A. Andreas,French,
34468,Ben Rose,American,Male
1305,Adolphe Crespin,Belgian,Male
5059,Gaston Louis Roux,French,Male
4903,Eugene Richards,American,Male
68837,Giancarlo Zanatta,Italian,Male
6348,Forbes Johnstone Whiteside,American,Male
44519,Kim Yao,American,Female
12,Jüri Arrak,Estonian,Male
5536,Ettore Sottsass,Italian,Male
46444,Chris Gabrin,British,Male
4844,Helge Refn,Danish,Female
1835,Rochelle Feinstein,American,Female
4838,June Redfern,British,Female
10029,"Küschall of America, Camarillo, CA",,
22593,"Motorola, England",,
40445,Diamela Eltit,Chilean,Female
47911,Philipp Schaerer,Swiss,Male
33097,James King,British,Male
12611,Theodore Roethke,American,Male
9362,"Dovoplast, Vienna",,
40737,Maxime Dethomas,French,Male
47678,Manuel Rocha,,
33146,Takaaki Okada,Japanese,Male
47464,Takashi Kono,Japanese,Male
7735,Gabriel Alix,Haitian,Male
64839,Robert Adrian,Canadian,
48073,Castell,,
3104,Phillip King,British,Male
41296,Bob Heimall,American,Male
28668,Jim Isermann,American,Male
42748,Adrian Berazain,,
