ConstituentID,DisplayName,Nationality,Gender
37992,Klaus Groh,Polish,
3440,Lawrence Lebduska,American,Male
4711,William B. Post,American,Male
22782,Kolatan / Mac Donald Studio,,
41209,Joan Gardner,American,Female
3474,Annette Lemieux,American,Female
3938,Hugh Merrill,American,Male
7565,Jonathan Crary,American,Male
692,Check  Boterf,American,Male
49211,Kenneth Anger,American,Male
37067,Silvie Defraoui,Swiss,Male
31919,Lorimer Johnston,American,Male
28706,Alfredo Martinez,American,Male
9889,"Viking Glass Co., New Martinsville, WV",,
9581,"Sakase Adtech Co., Fukui, Japan",Japanese,
2512,Kate Harris,British,Female
44766,A. Michael Noll,American,Male
34864,Judith Barry,American,Female
3248,Vasyl Krychevsky,Ukrainian,Male
3265,Louise Kruger,American,Female
11108,"Welch Allyn Inc., Skaneateles Falls, NY",,
38635,John E. Dumont,,Male
6551,Marian Zazeela,American,Female
7472,Gordon Cook,American,Male
35873,Clemens Weisshaar,German,Male
2742,John Hoyland,British,Male
5865,"Gebrüder Thonet, company design",Austrian,
587,Tom Blackwell,American,Male
24286,I. Shlepianov,,
47676,Pauline Oliveros,,Female
34909,Skip Blumberg,American,Male
7187,Gugelot Institute,German,
8345,Karl Michel,German,Male
1345,Eugène Cuvelier,French,Male
6857,Stanislaw Fijalkowski,Polish,Male
3131,Ron Kleemann,American,Male
7163,Richard N. Naylor,American,Male
4734,Ken Price,American,Male
679,Norah Borges de Torre,Argentine,Female
5183,Naomi Savage,American,Female
24605,Georgii Zimin,Russian,Male
1509,Françoise Desnoyer,French,Male
35486,Doug Melnyck,Canadian,Male
23327,Iosif Shkol'nik,,Male
4721,Mario Prassinos,French,Male
5888,Hap Tivey,American,Male
10596,"Metz & Co., Amsterdam",,
9703,U.S. Armor Corporation,American,
47540,Art Kane,American,Male
1168,Jean Cocteau,French,Male
26194,"Bauhaus Furniture Workshop, Dessau, Germany",,
601,Blessum,Nationality unknown,
1411,Ron Davis,American,Male
1706,Chester Eisenhuth,American,Male
36882,F. Schumacher & Co,,
2472,Yozo Hamaguchi,Japanese,Male
26997,"Wham-O, Inc., USA",,
44596,Bruno Dumont,French,Male
30612,Chris Miner,American,Male
45677,David Wisdom,,
37015,Ivan Passer,Czech,Male
32181,Laurence Attali,,
32190,Luis Valdovino,Argentine,Male
34833,David Hogan,,Male
49536,Guiseppe Pagano,Italian,Male
3734,Constantine Manos,Greek,Male
2369,Grosset & Trembley,Swiss,
44484,Jeanne Liotta,American,Female
4620,Édouard Pignon,French,Male
69919,Hugh Davies,British,Male
38978,Ludwig Hoffenreich,Austrian,
30887,Minerva Cuevas,Mexican,Female
34838,Dieter Meier,Swiss,Male
5457,SITE (Sculpture in the Environment),American,
67831,Paul Renner,German,Male
28880,Dannielle Tegeder,American,Female
2889,Rudolph Janu,American,Male
75110,Jordan Grabulovski,Macedonian,Male
34814,Annabel Jankel,British,Female
7587,Jos van der Meulen,Dutch,Male
28514,ECCLES,Chinese,
5571,Walter E. Spradbery,British,Male
6288,Lawrence Weiner,American,Male
2673,Franz Hitzler,German,Male
67442,Miodrag Živković,,
3276,Alfred Kubin,Austrian,Male
29918,Noriko Furunishi,Japanese,Female
3642,Boris Lurie,American,Male
4603,Tom Phillips,British,Male
49113,Ida Lupino,American,Female
36649,Fluxus Collective,,
69765,Enrico Filippini,Italian,Male
3047,Daniel Kelly,American,Male
11580,Anthon Beeke,Dutch,Male
6998,E. A. Wéry,Nationality unknown,
2838,Marvin Israel,American,Male
6483,Susumu Yamaguchi,Japanese,Male
43552,Srdan Dragojevic,Serbian,Male
2264,Werner Gothein,German,Male
7838,Étienne-Jules Marey,French,Male
34825,Bruce Gowers,British,Male
6881,IMEC,American,
4157,Shizuko Muller-Yoshikawa,Swiss,Female
49596,Lucílio Corrêa Leite Filho,Brazilian,Male
7916,Mariana Yampolsky,Mexican,Female
31067,Wahlpartie,,
43548,Nahid Ghobadi,Iranian,Female
2074,Domingo Garcia,American,Male
41851,George Lucas,American,Male
34875,Matthew Geller,American,Male
3111,Martin Kippenberger,German,Male
1433,Walter De Maria,American,Male
937,Nickie Campbell,American,
9972,"Hemco Plastics Div. of Bryant Electrical Co., Bridgeport, CT",American,
2093,Simon Gate,Swedish,Male
8504,Acme News Pictures,,
7687,Barbara Blondeau,American,Female
48581,Tabor Robak,American,Male
25967,Ruth Root,American,Female
11164,"Modernariato-Gruppo Industriale Busnelli, Italy",,
48888,Joaquim Pinto,Portuguese,Male
2875,Yvonne Jacquette,American,Female
32981,James Auger,British,Male
5694,Gerda Strömberg,Swedish,Female
1833,Theodore Lux Feininger,American,Male
37776,Iwan Baan,Dutch,Male
28543,Hurvin Anderson,British,Male
8303,Frank Benedict,American,Male
8244,Alessandra Sanguinetti,American,Female
50128,Jane Malaquias,Brazilian,Female
2055,Galo Galecio,Ecuadorian,Male
37779,Jeff Preiss,American,Male
1153,Paul Clinton,American,Male
8010,Bob Evans,American,Male
38213,Mduduzi Xakaza,South African,Male
44161,Javier Sánchez Gómez,Argentine,Male
6009,G. F. Underwood,American,
10495,"Heidi Weber, Zürich",,Female
30917,Dominique Gonzalez-Foerster,French,Female
23998,Petr Galadzhev,,Male
1420,Daze (Chris Ellis),American,Male
1123,Michael Ciavolino,American,Male
41792,Bill Daniel,American,Male
2615,Georg Herold,German,Male
75577,Paul Coldwell,British,Male
4677,Giò Pomodoro,Italian,Male
6999,Armand Point,Nationality unknown,Male
7226,Jacobus Lucas Verhoog,Danish,Male
37796,Goran Paskaljevic,Serbian,Male
612,Oscar Bluemner,American,Male
10876,"Tavaro S.A., Geneva",,
3910,Richard Meier,American,Male
5889,Mark Tobey,American,Male
7327,Lynn Alexander,American,Female
2392,Hermano José Guedes,Brazilian,Male
47017,Eldzier Cortor,American,Male
5529,Jørgen Haugen Sørensen,Danish,Male
6565,J. Thomas Zetterstrom,American,Male
28821,Lyle Starr,American,Male
4021,Léonard Misonne,Belgian,Male
22594,Kimberly J. Holden,American,Female
2515,Paul Harris,American,Male
3596,Fernando López Anaya,Argentine,Male
3091,Frederick Kiesler,American,Male
24396,Lotte (Charlotte) Beese,German,Female
2541,Suzanne Hausammann,American,Female
456,Rossella Bellusci,Italian,Female
44540,Roddy Bogawa,American,Male
38629,Rose Clark,American,Female
36012,Michael Cuesta,American,Male
250,Milton Avery,American,Male
358,Robert Bartlett,British,Male
35401,Magis SpA,,
4586,William Pettet,American,Male
7653,Rudy Burckhardt,American,Male
5435,Louis Silverstein,American,Male
4647,Sylvia Plachy,American,Female
67437,Sebastian Black,American,Male
4668,Steve Poleskie,American,Male
74675,Hugh Kepets,American,Male
41804,Lea Lublin,Argentine,Female
28998,William J. Mac Donald,American,
67618,Pedro Mardones Lemebel,Chilean,Male
33216,G.R.A.M.,,
23944,Anna Ostroumova-Lebedeva,,Female
28875,Chris Marker,French,Male
1806,Walker Farynk,Nationality unknown,Male
42696,Albert Mertz,Danish,Male
49855,Edvard Ravnikar,,
8056,Yoshio Taniguchi,Japanese,Male
26970,Alfred W. Fielding,American,Male
34069,Gary Winick,American,Male
44717,Daniel Schmid,Swiss,Male
5047,Mark Rothko,American,Male
6490,Sori Yanagi,Japanese,Male
157,Stephen Ancona,American,Male
33143,Lisa Strausfeld,American,Female
49917,Marion Grogan,,Female
40916,Ab van Hanegem,,
37000,Jeff Berner,,Male
67220,Moncler,Italian,
74720,Howard Ben Tré,American,Male
1417,Lucien Day,American,Male
1598,Saliba Douaihy,American,Male
7104,Lady Pink,American,Female
32229,Nathaniel Dorsky,American,Male
74687,Brenda Goodman,American,Female
5388,Alexander Semenovitch Shenderov,Russian,Male
7144,Louis J. Zerbee,American,Male
67350,Howard Guttenplan,American,Male
35530,John Adams,British,Male
7727,Maurice Asselin,French,Male
5075,Dorothy Ruddick,American,Female
10645,"Snaidero, Italy",Italian,
7220,John Lonczak,American,Male
9923,"Markle Featherlite Products Corp., Rochester (later in Oak Park), MI",,
29511,John Grimley,American,Male
24164,G. Roslov,,
49601,Thon de Does,Dutch,Male
8125,Massimo Scolari,Italian,Male
3177,Aleksander Kobzdej,Polish,Male
9281,"Poggi, Italy",,
75676,Vsevolod Meyerhold,Russian,Male
8410,A. Wagner,German,
10423,"Segno srl, Milan",,
69610,Andre Degas,American,Male
4202,Takeo Nagasawa,Japanese,Male
69600,Joshua Bonnetta,Canadian,Male
74663,Cork Marcheschi,American,Male
30988,Leonore Mau,German,Female
1050,Edmond Ceria,French,Male
43062,Lourdes Portillo,Mexican,Female
28750,Ester Partegàs,Spanish,Female
5445,James Sinclair (14th Earl of Caithness),British,Male
47326,Chris Mathan,,Male
37569,Cecilia Vicuña,Chilean,Female
3815,Dennis Masi,American,Male
7611,Pier Copat,American,Male
14602,Sergei Chekhonin,,Male
7918,Jill Baroff,American,Female
6256,Yoshio Watanabe,Japanese,Male
22747,Mark Sheinkman,American,Male
3753,Léo Marchutz,French,Male
6480,Takao Yamada,Japanese,Male
4485,Verner Panton,Danish,Male
5343,Luis Seoane,Argentine,Male
30705,Luisa Cevese Riedizioni,Italian,Female
5849,Wayne Thiebaud,American,Male
1575,Nikolai Dolgorukov,Russian,Male
22739,David Jeffrey,American,Male
41161,Bruno Beye,German,Male
5043,Jack Roth,American,Male
46632,Tom Igoe,American,Male
46888,The Haters,,
41333,Henry Taylor,American,Male
13024,John Godfrey,American,Male
42244,Simon Levy,American,Male
31309,Paul Virilio,French,Male
9580,"Seguso S.R.L., Murano, Italy",Italian,
32236,Ed Emshwiller,American,Male
5628,Steiner,Swiss,
1475,Jack Delano,American,Male
7927,Rona Pondick,American,Female
14213,Michel Seuphor,French,Male
2756,Ian (Hugh Guiler) Hugo,American,Male
32334,Fred Niblo,American,Male
31351,Markus Leixner,,
48877,Yung Chang,Canadian,Male
8091,Julia Fish,American,Female
39992,Paul Elliman,British,
42347,Danilo di Prete,Brazilian,Male
2695,Alfred Hofkunst,Swiss,Male
1957,Tsugouharu Foujita,Japanese,Male
30856,Christy Astuy,American,Female
5464,Nancy Skolos,American,Female
27051,"Tetra Pak, Sweden",,
903,Michael Byron,American,Male
35333,Beca Lipscombe,British,Female
36986,Rasch Brothers & Co.,,
3281,Tetsumi Kudo,Japanese,Male
715,Jean-Louis Boussingault,French,Male
28997,Swoon,American,Female
4607,Francis Picabia,French,Male
22589,Torchco Ltd.,British,
2078,Lyn Gardiner,American,Female
7242,Kari Virtanen,Finnish,Male
42516,Ido Bruno,Israeli,Male
26195,Charles LeDray,American,Male
27712,Marcel Dzama,Canadian,Male
9220,"Beylerian Ltd., New York, NY",,
41905,Michael Crichton,American,Male
5353,Paul Sérusier,French,Male
29641,Eliana Gerotto,Italian,Female
10962,"Hammond Research Corp., Gloucester, MA",,
3571,Betty Clark Little,American,Female
5881,Walasse Ting,American,Male
8332,Clementine Helene Dufau,French,Female
5404,Akiko Shirai,Japanese,Female
9016,"Focus Belysning, Denmark",,
5160,Giuseppe Santomaso,Italian,Male
26995,Walter Frederick Morrison,American,Male
4714,Jane Poupelet,French,Female
1140,Cléanthe (Cléante Carr),American,Female
29646,Fabio Lenci,Italian,Male
10161,"N.S. Gustin Co., New York",,
32348,Vsevolod Pudovkin,Russian,Male
1968,Kaj Franck,Finnish,Male
48094,Sou Fujimoto Architects,,
4761,Wallace Putnam,American,Male
32656,Ernst Roch,Yugoslav,Male
35542,Sherrie Rabinowitz,American,Female
1859,León Ferrari,Argentine,Male
97,Josef Albers,American,Male
5634,Théophile-Alexandre Steinlen,French,Male
29692,Francisco Leiva Ivorra,Spanish,Male
142,M. Ameen,Nationality unknown,
24600,Willi Ruge,German,Male
4678,Gaetano Pompa,Italian,Male
8395,Alton Kelley,American,Male
5502,Giorgio Soavi,Italian,Male
69812,Charles Keating Linder,,
10771,"Glasfabrik Johann Loetz Witwe, Klöstermühle, Austria",,
49491,Gianfranco Rosi,Italian,Male
10878,"Rome Manufacturing Co., Div. of Revere Copper and Brass, Inc., Rome, NY",,
3632,Luktak,Canadian,
37733,Michael Almereyda,American,Male
41892,Richard Benjamin,American,Male
48795,Hammer Prints Ltd.,,
35566,Marcela Poch,Chilean,Female
33165,Fernanda Bertini Viégas,Brazilian,Female
75062,Fit-Shu,American,
4497,Mimi Parent,Canadian,Female
30903,Annika Eriksson,,Female
10336,"Skools, Inc., USA",,
6740,Rupert D. Turnbull,American,Male
10398,"Shop of Samuel Gragg, Furniture Warehouse, Boston, MA",,
27150,"S.C. Johnson, company design",,
3503,Herbert Leupin,Swiss,Male
70052,El Hadi Jazairy,Algerian,Male
34938,Tony Labat,American,Male
11136,"Bonniers International, Japan",Japanese,
27005,Herman Goelitz Rowland,American,Male
35992,Bent Hamer,Norwegian,Male
330,Peter Bardazzi,American,Male
26982,"Solo Cup Company, USA",,
1842,Weegee (Arthur Fellig),American,Male
6319,Levon West,American,Male
853,Eugene Buechel,American,Male
7570,James Wines,American,Male
1913,Adolf Richard Fleischmann,German,Male
26557,Robert P. Tennant,American,
33199,Gecko Design,American,
1278,Wessel Couzijn,Dutch,Male
48358,Analisa Russo,American,Female
5911,William N. Touzani,Moroccan,Male
48011,Mario Gallardo,Cuban,Male
42150,Mike Johnson,American,Male
1379,Joseph Dankowski,American,Male
47539,John Paul Endress,American,Male
103,Albert Alcalay,American,Male
3807,Michael Martone,American,Male
28752,Toby Paterson,Scottish,Male
27081,Daniel F. Cudzik,American,Male
1618,Lynne Drexler,American,Female
6629,Hermann Pitz,German,Male
32192,Frank Borzage,American,Male
471,Lynda Benglis,American,Female
5673,Walter Stöhrer,German,Male
10969,"IMEC, USA",,
26637,Glen Luchford,British,Male
1592,Dornac (a.k.a. Paul François Arnold Cardon),French,Male
49639,Jasmila Žbanić,Bosnian,Female
1807,Roberto Fasola,Italian,Male
1732,Michael Engelmann,American,Male
67318,Carl Deal,American,Male
49140,Marco Brambilla,Italian,Male
23894,Carlo Gozzi,,Male
3546,Max Liebermann,German,Male
44375,Lance Bangs,American,Male
35476,David Blair,,Male
30299,John Maeda,American,Male
44575,Ferzan Özpetek,Turkish,Male
1330,Robert Cumming,American,Male
39958,Nikolas Gambaroff,German,Male
719,Frank Bowling,Guyanese,Male
2848,Koji Iwagami,Japanese,Male
7390,Moustapha Dimé,Senegalese,Male
962,Leonetto Cappiello,French,Male
3452,Catherine Lee,American,Female
48098,junya.ishigami+associates,Japanese,
39961,Tauba Auerbach,American,Female
5930,Julien Trevelyan,British,Male
31430,Demakersvan,,
6362,Bjorn Wiinblad,Danish,Male
34831,Dale Hoyt,American,Male
6316,John Wesley,American,Male
4403,Barbara Olmsted,American,Female
6474,Desiderio Hernández Xochitiotzin,Mexican,Male
39095,Franciszka Themerson,British,Female
815,Colleen Browning,American,Female
75065,Giorgetto Giugiaro,Italian,Male
24260,Andronova,,
39898,Robert Rotifer,Austrian,Male
36925,Eugène Constant,French,Male
131136,Susana Muñoz,Argentine,Female
3155,Sergei Senkin,Russian,Male
48471,Cameron Rowland,American,male
28619,Chad Ferber,American,Male
1646,Raoul Dufy,French,Male
5305,Sean Scully,American,Male
42218,Georg Greger,German,Male
4432,Orrby,Swedish,
43602,Zhang Yang,Chinese,Male
36004,Hirokazu Koreeda,Japanese,Male
2745,Max Huber,Italian,Male
41862,Percy Adlon,German,Male
38258,David Thompson,,
32201,Abigail Child,American,Female
46581,Kevin Beasley,American,Male
7973,Yevgeny Khaldei,Russian,Male
9404,University of California Los Angeles Team,American,
8509,Bangs Studio,,
2968,Jacob Kainen,American,Male
28838,Lane Twitchell,American,Male
59,Valerio Adami,Italian,Male
9222,"Konwiser Inc., New York, NY",American,
37374,Young Joon Kim,Korean,Male
4107,Michael Morris,Canadian,Male
796,Alexander Brook,American,Male
10117,"Jernbolaget, Eskilstuna, Sweden",,
23736,Adol'f Strakhov,,Male
4975,Aleksandr Rodchenko,Russian,Male
45892,Raoul Barré,Canadian,Male
9760,"N.V. Koninklijke Nederlandse Glasfabriek, Leerdam, The Netherlands",,
18700,K. H. Hödicke,German,Male
6802,John Lange,Venezuelan,Male
48501,Grega Košak,Slovenian,Female
35617,Dalibor Martinis,Croatian,Male
4964,Ione Robinson,American,Male
31376,Maria Crista,,Female
6374,Mildred E. Williams,American,Female
2595,Florence Henri,Swiss,Female
693,Fernando Botero,Colombian,Male
7622,Pietra Jansen,,Female
2396,Xavier Guerrero,Mexican,Male
46382,Miguel Ángel Salgado,Mexican,Male
6177,Maurice de Vlaminck,French,Male
3381,Ernesto Bruno La Padula,Italian,Male
4741,Richard Prince,American,Male
2700,Ludwig Hohlwein,German,Male
8334,Walther Koch,Swiss,Male
1667,Carlus Dyer,American,Male
31007,Lisl Ponger,Austrian,Female
26884,Hong Hao,Chinese,Male
74397,Živa Baraga,,
8420,Yoshihiro Kimura,Japanese,Male
43520,Jayson Musson,American,Male
42620,Valentin Carron,Swiss,Male
50019,Juan Alberto Molenberg,Argentine,Male
3867,Dr. John McArthur,British,Male
74704,Richard Cramer,American,Male
7498,Douglas Blau,American,Male
2301,Eugène Grasset,French,Male
38040,Ludwig Gosewitz,German,Male
7581,Xaveer de Geyter,Dutch,Male
8104,Charles Zimmerman,,Male
24018,Aleksander Lyubimov,Russian,Male
37923,Ferdinand Rubeš,Czech,
5271,Georg Schrimpf,German,Male
3942,Felix Meseck,German,Male
47795,Modern Warfare,,
3932,Carl (Carlo) Mense,German,Male
35578,Morihiro Wada,Japanese,Male
1545,Laddie John Dill,American,Male
40052,Prazsky,Czech,
36051,Robin Day,British,Male
35060,Typosophes sans frontieres,,
5349,Richard Serra,American,Male
6649,Vinicio Berti,Italian,Male
2492,Bill Hanson,American,Male
13,J. Arrelano Fischer,Mexican,Male
4187,Edo Murtic,Yugoslav,Male
38241,Kudzanai Chiurai,Zimbabwean,Male
72783,Susan Pitt,,
29850,"RCR Arquitectes, Olot",,
10522,"Anonima Castelli, Bologna, Italy",,
8265,Wes Wilson,American,Male
1132,Pierre Eugène Clairin,French,Male
13678,Aleksei Chicherin,,Male
24386,Elizaveta Dorfman,,Female
41428,Lucy McEachan,,Female
9199,"Bang & Olufsen, Struer, Denmark",,
24580,Willy Zielke,German,Male
32204,Sam Shepard,American,Male
1358,Karl Fred Dahmen,German,Male
610,Vern Blosum,American,Male
5381,Judith Shea,American,Female
6371,Thomas Wilfred,American,Male
5727,Larry Sultan,American,Male
24574,Stefan Themerson,American,Male
10957,"Alcorn & Co., Boston, Massachusetts",American,
5414,Walter Richard Sickert,British,Male
4645,Armando Pizzinato,Italian,Male
9647,NEC Corporation,Japanese,
6132,Robert Venturi,American,Male
41483,Maria Gilssen,,
8566,Arthur Wesley Dow,American,Male
1990,Jared French,American,Male
1862,Ronaldo Ferri,Nationality unknown,Male
22576,Rick Galezowski,Canadian,Male
41405,Evelyn Lambart,Canadian,Female
36881,Noémi Raymond,American,Female
5337,Kurt Seligmann,American,Male
41794,Godfrey Cheshire,American,Male
2121,Vic Gentils,Belgian,Male
38492,Erik van Blokland,Dutch,Male
2821,Jean Ipoustéguy,French,Male
39612,Douglas Easterly,American,Male
74836,Mikhail Filippov,Russian,Male
8494,Nedko Solakov,Bulgarian,Male
33171,Aesthetics + Computation Group,American,
46697,Blue Note Records,,
39466,Jonathan Shapiro,,
4145,Mark W. Mulhern,American,Male
910,Poul Cadovius,Danish,Male
24885,John Waters,American,Male
4670,Serge Poliakoff,French,Male
73595,Piotr Uklanski,Polish,Male
43512,Wila,Spanish,
2843,Johannes Itten,Swiss,Male
48599,Bruce Eves,,
67510,Judy Linn,American,Female
848,Peter H. Buckley,American,Male
67222,"Bossi, Mortara",Italian,
28717,Roy McMakin,American,Male
4226,Willard Nash,American,
8042,Elizabeth Peyton,American,Female
3195,Jurriaan Kok,Dutch,Male
4346,Yki Nummi,Finnish,Male
1152,William Clift,American,Male
545,Domenico Bianchi,Italian,Male
28439,Carlos Garaicoa,Cuban,Male
29510,Dick Grant,British,Male
36505,Sue de Beer,American,Female
6336,James McNeill Whistler,American,Male
4370,Isidoro Ocampo,Mexican,Male
37545,Gianni-Emilio Simonetti,Italian,
8629,Glenn Rudolph,American,Male
37301,Roberta Bayley,American,Female
6487,Ryuichi Yamashiro,Japanese,Male
7105,Sebastian Schroder,German,Male
2178,Léon Gischia,French,Male
36834,Anna Halprin,American,Female
26651,Stanley Kubrick,American,Male
820,Jon O. Brubaker,American,Male
41076,Joe Maloney,American,Male
27464,Tord Boontje,Dutch,Male
44898,John Van Saun,,
48286,Bianchini-Ferier,French,
41900,Alan J. Pakula,American,Male
23427,Margret Hildebrand,German,Female
37816,Pierre Di Sciullo,,Male
5649,Joseph Sterling,American,Male
2500,John Harding,American,Male
7007,Cildo Meireles,Brazilian,Male
1081,Roger Chastel,French,Male
5321,Jochen Seidel,German,Male
10548,"Van Leer Vatenfabrieken N.V., Amstelveen, The Netherlands",Dutch,
45039,Dieter Hülsmanns,German,Male
4281,Albert Newall,British,Male
74641,Jonathan Price,,Male
6326,Terence Westmacott,,Male
10651,"Droog Design, the Netherlands",,
5724,Patrick J. Sullivan,American,Male
49542,Bora Vitorac,Serbian,
31455,Akihiko Kotani,Japanese,Male
35431,Robert Rodriguez,American,Male
3017,Joel Katz,American,Male
10302,"Owens-Illinois Glass Co., Toledo, OH",American,
28250,Master Lock Company,American,
2965,Max Kahn,American,Male
32989,Tisch School of the Arts,American,
31449,John Sennhauser,American,Male
1773,Dennis Evans,American,Male
279,Frank Badur,German,Male
28595,Ann Craven,American,Female
47845,Diana Ross,,Female
5866,Michael Thonet,Austrian,Male
7091,Dennis Thomas,American,Male
45801,Ed Clark,American,Male
5878,William Tillyer,British,Male
22935,Matthew Ritchie,British,Male
3088,Edward Kienholz,American,Male
11350,British War Office,,
9762,Lemurian Crafts,,
41300,John Holmstrom,American,Male
35583,Nestor Olhagaray,Chilean,Male
4392,Tetsu Okuhara,American,Male
9770,"The Hallicrafters Co., Chicago, IL",,
28215,"S. A. Weller Pottery, Zanesville, Ohio",,
6449,Hal Woolf,British,Male
31263,David Maysles,American,Male
493,Jason Berger,American,Male
5884,William Tipton,American,Male
7530,Mehrdad Yazdani,Iranian,Male
8596,Bill Parsons / Nancy Palmer Agency,Nationality unknown,Male
2918,Carl H. Johansen III,American,
3758,Brice Marden,American,Male
24004,Valentina Kulagina-Klutsis,,Female
6413,Eugen Wiskovsky,Czech,Male
3150,Stuart Klipper,American,Male
25983,Rodney Graham,Canadian,Male
28050,Tomoko Sawada,Japanese,Female
67333,Manfred Blank,German,Male
4989,Kurt Roesch,American,Male
37024,Kelly Reichardt,American,Female
24142,K. A. Aivazovskii,Russian,
40459,Snøhetta,,
32957,Julia Lohmann,German,Female
6708,A Yank,Nationality unknown,
540,Joseph Beuys,German,Male
27315,William Bradford,American,Male
33080,Aranda/Lasch,American,
5323,Friedrich Seidenstücker,German,Male
7528,Cesar Pelli,American,Male
1084,José Chávez Morado,Mexican,Male
7720,Knud Jans,Danish,Male
10742,"Casigliani S.p.A., Pisa",,
8565,Edward Keating/The New York Times,American,Male
7894,Peter Stroud,American,Male
42643,Loretta Fahrenholz,German,Female
1303,Leonardo Cremonini,Italian,Male
11197,"Figli di Amedeo Cassina, Meda, Italy",,
29581,Bernhard Martin,German,Male
6573,Jacques Zimmerman,Belgian,Male
32214,John Cromwell,American,Male
25412,Ryan McGinness,American,Male
8051,Wiel Arets,Dutch,Male
4576,Pierre Petit,French,Male
19043,Cliff Baldwin,,Male
643,Boissonas,Swiss,
5417,Irene Siegel,American,Female
7679,Kara Walker,American,Female
2861,Martin Jackson,American,Male
8223,Adolfo Natalini,Italian,Male
35611,Roman Maskalev,Kyrgyzstani,Male
10642,"Dictaphone AG, Killwangen, Switzerland",,
67099,National Union of Sahrawi Women,Sahrawi,
32424,Stan VanDerBeek,American,Male
2168,Roy Ginstrom,American,Male
11006,"Theodore Fahrner, Pforzheim, Germany",,
4472,Mimmo Paladino,Italian,Male
1838,Eugene Feldman,American,Male
38423,Save The Press Campaign,,
41730,Ang Lee,Taiwanese,Male
4373,Starr Ockenga,American,Female
3197,Oskar Kokoschka,Austrian,Male
69903,Eugène Estanave,French,male
397,Iain Baxter&,Canadian,Male
23764,Mikhail Babenchikov,,Male
778,Serge Brignoni,Swiss,Male
2979,Kanamori Yoshio,Japanese,Male
22588,Jay Kyu Lee,Korean,Male
33849,Albin Johnson,American,Male
2128,Rimma Gerlovina,Russian,Female
43667,Cristobal Palma,British,Male
37586,Lacaton & Vassal Architectes,French,
9454,"Unknown British Manufacturer, England",British,
31037,Walter Schmögner,Austrian,Male
23931,B. Efimov,Russian,Male
10022,Stanley-Bostitch,American,
70051,Rania Ghosn,Lebanese,Female
1192,André Collot,French,Male
67641,Michael Stevenson,New Zealander,Male
1641,Dana Duff,American,Female
941,Antonia Campi,Italian,Female
345,Martin Barooshian,American,Male
10513,"Edelzinn E. Hueck, Lüdenscheid, Austria",,
47082,Yuki Kimura,Japanese,Female
49256,Ray Wilkes,,Male
31358,Marianne Kampel,,Female
6250,Marian Warzecha,Polish,Female
424,Robert Bechtle,American,Male
1993,Lucian Freud,British,Male
11019,"Pace Products, Chicago, IL",,
74539,Jorge Ortiz,Colombian,Male
8045,Hans-Peter Feldmann,German,Male
17495,Jon Hendricks,American,Male
31043,Wolf Singer,German,Male
776,Judson Briggs,American,Male
15005,Josaku Maeda,,
10725,"Smart Design, New York",American,
37643,Julia Wachtel,American,Female
8841,Hugo Herdeg,Swiss,Male
6357,Anne Wienholt,Australian,Female
34671,The Beatles,,
429,Max Beckmann,German,Male
24465,István Kerny,Hungarian,Male
2793,Tetsuya Ichimura,Japanese,Male
2171,John Giorno,American,Male
69883,Aude Jessemin,French,Female
3640,Markus Lüpertz,German,Male
43622,Chao Wang,Chinese,Male
24771,Oliver Boberg,German,Male
3147,Gustav Klimt,Austrian,Male
23503,Kseniia Boguslavskaia,,Female
2289,Carlos Granada,Colombian,Male
38123,Jessica Jackson Hutchins,American,Female
8707,Diller + Scofidio,American,
5081,Robert Miles Runyan,American,Male
33219,Jack Hauser,,Male
8647,Tzarskoe Selo C.E. de Hahn & Co.,,
47524,Juan Batlle Planas,Argentine,Male
1272,Coulon,French,
4594,Judy Pfaff,American,Female
24538,József Pécsi,Hungarian,Male
7261,Poul Henningsen,Danish,Male
5095,Reiner Ruthenbeck,German,Male
7201,Wassili Luckhardt,German,Male
24505,Werner Mantz,German,Male
28647,Alex Grey,American,Male
2238,Jon Goodman,American,Male
5488,Leon Polk Smith,American,Male
24184,Various Unknown Artists,,
47807,Meathead,,
487,Roberto Berdecio,Bolivian,Male
28780,Alexander Ross,American,Male
6646,Vicente Rojo,Spanish,Male
5988,Cy Twombly,American,Male
674,Osvaldo Borda,Argentine,Male
23635,Boris Erdman,,Male
3777,Dorothy F. Markle,American,Female
42824,Bülent Arel,,
7621,Edwin Vollebergh,,Male
7245,Giuseppe Pensotti,Italian,Male
35745,"Tecnodelta S.p.A., Italy",,
28719,Jonathan Meese,German,Male
35082,Gilda Mantilla,Peruvian,Female
34899,Robert Farber,American,Male
38842,Friedrich Froebel,German,Male
2422,John Gutmann,American,Male
7904,Henri-Victor Regnault,French,Male
74235,John Jensen,American,
7901,An-My Lê,American,Female
31023,Susan Sellers,American,Female
34928,William Dear,Canadian,Male
8252,Mac Adams,American,Male
6113,Gene Vass,American,Male
22538,"Arai Helmet Ltd., Japan",,
44772,Marcel Moore (Suzanne Malherbe),French,Female
3796,Philip John Martin,British,Male
37290,Werner Graul,German,Male
1986,John Freeman,American,Male
33,A.A.P.,American,
2144,Umberto Giangrandi,Colombian,Male
131718,S. Sorbonskiy,,
6002,Maria Uhden,German,Female
5169,Enrico Sarsini,American,Male
2852,Iyola,Canadian Inuit,Male
5477,Noemi Smilansky,Israeli,Female
3236,Kirsten Kraa,American,Female
4580,Trude Petri-Raben,American,Female
